Question,Answer
What does the Bible say about lawsuits / suing?,"The apostle Paul instructed the Corinthian believers to not go to court against one another (
1 Corinthians 6:1-8
). For Christians not to forgive each other and reconcile their own differences is to demonstrate spiritual defeat. Why would someone want to become a Christian if Christians have just as many problems and are just as incapable of solving them? However, there are some instances when a lawsuit might be the proper course of action. If the biblical pattern for reconciliation has been followed (
Matthew 18:15-17
) and the offending party is still in the wrong, in some instances a lawsuit might be justified. This should only be done after much prayer for wisdom (
James 1:5
) and consultation with spiritual leadership.

The whole context of 
1 Corinthians 6:1-6
 deals with disputes in the church, but Paul does reference the court system when he speaks of judgments concerning things pertaining to this life. Paul means that the court system exists for matters of this life that are outside the church. Church problems should not be taken to the court system, but should be judged within the church.

Acts chapters 21–22 talk about Paul being arrested and wrongfully accused of a crime he did not commit. The Romans arrested him and “the commander brought Paul inside and ordered him lashed with whips to make him confess his crime. He wanted to find out why the crowd had become so furious. As they tied Paul down to lash him, Paul said to the officer standing there, ‘Is it legal for you to whip a Roman citizen who hasn’t even been tried?’” Paul used the Roman law and his citizenship to protect himself. There is nothing wrong with using the court system as long as it is done with a right motive and a pure heart.

Paul further declares, “Actually, then, it is already a defeat for you, that you have lawsuits with one another. Why not rather be wronged? Why not rather be defrauded?” (
1 Corinthians 6:7
). The thing Paul is concerned with here is the testimony of the believer. It would be far better for us to be taken advantage of, or even abused, than it would be for us to push a person even further away from Christ by taking him/her to court. Which is more important—a legal battle or the battle for a person’s eternal soul?

In summary, should Christians take each other to court over church matters? Absolutely not! Should Christians take each other to court over civil matters? If it can in any way be avoided, no. Should Christians take non-Christians to court over civil matters? Again, if it can be avoided, no. However, in some instances, such as the protection of our own rights (as in the example of the apostle Paul), it may be appropriate to pursue a legal solution."
What does the Bible say about how to find purpose in life?,"The Bible is very clear as to what our purpose in life should be. Men in both the Old and New Testaments sought for and discovered life’s purpose. Solomon, the wisest man who ever lived, discovered the futility of life when it is lived only for this world. He gives these concluding remarks in the book of Ecclesiastes: ""Here is the conclusion of the matter: Fear God and keep his commandments, for this is the whole duty of man. For God will bring every deed into judgment, including every hidden thing, whether it is good or evil"" (
Ecclesiastes 12:13-14
). Solomon says that life is all about honoring God with our thoughts and lives and thus keeping His commandments, for one day we will stand before Him in judgment. Part of our purpose in life is to fear God and obey Him.

Another part of our purpose is to see life on this earth in perspective. Unlike those whose focus is on this life, King David looked for His 
satisfaction
 in the time to come. He said, ""And I—in righteousness I will see your face; when I awake, I will be satisfied with seeing your likeness"" (
Psalm 17:15
). To David, full satisfaction would come on the day when he awoke (in the next life) both beholding God’s face (fellowship with Him) and being like Him (
1 John 3:2
).

In 
Psalm 73
, Asaph talks about how he was tempted to envy the wicked who seemed to have no cares and built their fortunes upon the backs of those they took advantage of, but then he considered their ultimate end. In contrast to what they sought after, he states in verse 25 what mattered to him: ""Whom have I in heaven but you? And earth has nothing I desire besides you"" (verse 25). To Asaph, a relationship with God mattered above all else in life. Without that relationship, life has no real purpose.

The apostle Paul talked about all he had achieved religiously before being confronted by the risen Christ, and he concluded that all of it was like a pile of manure compared to the excellence of knowing Christ Jesus. In 
Philippians 3:9-10
, Paul says that he wants nothing more than to know Christ and “be found in Him,” to have His righteousness and to live by faith in Him, even if it meant suffering and dying. Paul’s purpose was knowing Christ, having a righteousness obtained through faith in Him, and living in fellowship with Him, even when that brought on suffering (
2 Timothy 3:12
). Ultimately, he looked for the time when he would be a part of the ""resurrection from the dead.""

Our purpose in life, as God originally created man, is 1) glorify God and enjoy fellowship with Him, 2) have good relationships with others, 3) work, and 4) have dominion over the earth. But with man’s fall into sin, fellowship with God is broken, relationships with others are strained, work seems to always be frustrating, and man struggles to maintain any semblance of dominion over nature. Only by restoring fellowship with God, through faith in Jesus Christ, can purpose in life be rediscovered.

The purpose of man is to glorify God and enjoy Him forever. We glorify God by fearing and obeying Him, keeping our eyes on our future home in heaven, and knowing Him intimately. We enjoy God by following His purpose for our lives, which enables us to experience true and lasting joy—the abundant life that He desires for us."
What does the Bible say about women working outside the home?,"Whether or not a woman should work outside the home is a struggle for many couples and families. The Bible does have instructions regarding the role of women. In 
Titus 2:3-4
, Paul gives these instructions as to how a young married woman is to be trained by older women: “...train the younger women to love their husbands and children, to be self-controlled and pure, to be busy at home, to be kind, and to be subject to their husbands so that no one will malign the Word of God.” In this passage, the Bible is clear that when children are in the picture, that is where the young woman’s responsibility lies. The older women are to teach the younger women and to live lives that glorify God. Keeping these responsibilities in mind, an older woman’s time can be spent at the Lord’s leading and her discretion.


Proverbs 31
 speaks of “a wife of noble character.” Starting at verse 11, the writer praises this woman as one who does everything in her power to care for her family. She works hard to keep her house and her family in order. Verses 16, 18, 24, and 25 show that she is so industrious that she also moonlights with a cottage industry that provides additional income for her family. This woman’s motivation is important in that her business activities were the means to an end, not an end in themselves. She was providing for her family, not furthering her career, or working to keep up with the neighbors. Her employment was secondary to her true calling—the stewardship of her husband, children, and home.

The Bible nowhere forbids a woman from working outside the home. However, the Bible does teach what a woman’s priorities are to be. If working outside the home causes a woman to neglect her children and husband, then it is wrong for that woman to work outside the home. If a Christian woman can work outside the home and still provide a loving, caring environment for her children and husband, then it is perfectly acceptable for her to work outside the home. With those principles in mind, there is freedom in Christ. Women who work outside the home should not be condemned, and neither should women who focus on the stewardship of the home be treated with condescension."
What does the Bible say about a Christian serving in the military?,"The Bible contains plenty of information about serving in the military. While many of the Bible’s references to the military are only analogies, several verses directly relate to this question. The Bible does not specifically state whether or not someone should serve in the military. At the same time, Christians can rest assured that being a soldier is highly respected throughout the Scriptures and know that such service is consistent with a biblical worldview.

The first example of military service is found in the Old Testament (
Genesis 14
), when Abraham’s nephew Lot was kidnapped by Chedorlaomer, king of Elam, and his allies. Abraham rallied to Lot’s aid by gathering 318 trained men of his household and defeating the Elamites. Here we see armed forces engaged in a noble task—rescuing and protecting the innocent.

Late in its history, the nation of Israel developed a standing army. The sense that God was the Divine Warrior and would protect His people regardless of their military strength may have been a reason why Israel was slow to develop an army. The development of a regular standing army in Israel came only after a strong, centralized political system had been developed by Saul, David, and Solomon. Saul was the first to form a permanent army (
1 Samuel 13:2
; 
24:2
; 
26:2
).

What Saul began, David continued. He increased the size of the army, brought in hired troops from other regions who were loyal to him alone (
2 Samuel 15:19-22
) and turned over the direct leadership of his armies to a commander-in-chief, Joab. Under David, Israel also became more aggressive in its offensive military policies, absorbing neighboring states like Ammon (
2 Samuel 11:1
; 
1 Chronicles 20:1-3
). David established a system of rotating troops with twelve groups of 24,000 men serving one month of the year (
1 Chronicles 27
). Although Solomon’s reign was peaceful, he further expanded the army, adding chariots and horsemen (
1 Kings 10:26
). The standing army continued (though divided along with the kingdom after the death of Solomon) until 586 B.C., when Israel (Judah) ceased to exist as a political entity.

In the New Testament, Jesus marveled when a Roman centurion (an officer in charge of one hundred soldiers) approached Him. The centurion’s response to Jesus indicated his clear understanding of authority, as well as his faith in Jesus (
Matthew 8:5-13
). Jesus did not denounce his career. Many centurions mentioned in the New Testament are praised as Christians, God-fearers, and men of good character (
Matthew 8:5
; 
27:54
; 
Mark 15:39-45
; 
Luke 7:2
; 
23:47
; 
Acts 10:1
; 
21:32
; 
28:16
).

The places and the titles may have changed, but our armed forces should be just as valued as the centurions of the Bible. The position of soldier was highly respected. For example, Paul describes Epaphroditus, a fellow Christian, as a “fellow soldier” (
Philippians 2:25
). The Bible also uses military terms to describe being strong in the Lord by putting on the whole armor of God (
Ephesians 6:10-20
), including the tools of the soldier—helmet, shield, and sword. Paul also used military service as a simile for Christian service: “Join with me in suffering, like a good soldier of Christ Jesus. No one serving as a soldier gets entangled in civilian affairs, but rather tries to please his commanding officer“ (
2 Timothy 2:3–4
).

Yes, the Bible does address serving in the military, directly and indirectly. The Christian men and women who serve their country with character, dignity, and honor can rest assured that the civic duty they perform is condoned and respected by our sovereign God. Those who honorably serve in the military deserve our respect and gratitude."
Does God expect Christians to vote?,"It is our contention that it is the duty and responsibility of every Christian to vote and to vote for leaders who promote Christian principles. God is most certainly in control, but that does not mean we should do nothing to further His will. We are commanded to pray for our leaders (
1 Timothy 2:1-4
). In terms of politics and leadership, there is evidence in Scripture that God has been displeased with our choices of leadership at times (
Hosea 8:4
). The evidence of sin’s grip on this world is everywhere. Much of the suffering on earth is because of godless leadership (
Proverbs 28:12
). Scripture gives Christians instructions to obey legitimate authority unless it contradicts the Lord’s commands (
Acts 5:27-29
; 
Romans 13:1-7
). As born-again believers, we ought to strive to choose leaders who will be themselves led by our Creator (
1 Samuel 12:13-25
). Candidates or proposals that violate the Bible’s commands for life, family, marriage, or faith should never be supported (
Proverbs 14:34
). Christians should vote as led through prayer and study of both God’s Word and the realities of the choices on the ballot.



Christians in many countries in this world are oppressed and persecuted. They suffer under governments that they are powerless to change and governments that hate their faith and silence their voices. These believers preach the gospel of Jesus Christ at the risk of their own lives. In the U.S.A., Christians have been blessed with the right to speak about and choose their leaders without fearing for themselves or their families. In the U.S.A., in recent elections, about 2 of every 5 of self-professed Christians took that right for granted and did not vote. About 1 in 5 self-professed, eligible Christians are not even registered to vote.

In our day and age, there are many who want to drive the name and message of Christ completely out of the public arena. Voting is an opportunity to promote, protect, and preserve godly government. Passing up that opportunity means letting those who would denigrate the name of Christ have their way in our lives. The leaders we elect—or do nothing to remove—have great influence on our freedoms. They can choose to protect our first amendment right to religious freedom and the right to spread the gospel, or they can restrict those rights. They can lead our nation toward righteousness or toward moral disaster. As Christians, we should stand up and follow our command to fulfill our civic duties (
Matthew 22:21
)."
Should a Christian play video games?,"Completed nearly 2,000 years ago, God’s Word does not explicitly teach whether or not a Christian should play video games. But the Bible’s principles still apply today regarding the best use of our time. When God shows us that a specific activity is controlling our lives, we should break away from it for a time. This “fast” could be from food, movies, TV, music, video games—anything that distracts our attention from knowing and loving God and serving His people. While some of these things may not be bad in and of themselves, they become idols if they distract us from our first love (
Colossians 3:5
; 
Revelation 2:4
). Below are some principles to consider, whether the question is regarding video games, TV, movies, or any other earthly pursuit.




1. Will video games edify or merely entertain me?
 To edify means to build up. Will playing video games build up your love for God, knowledge of Him, and ministry to others? “‘Everything is permissible’—but not everything is beneficial. ‘Everything is permissible’—but not everything is constructive” (
1 Corinthians 10:23-24
; 
Romans 14:19
). When God gives us relaxation time, we should find uplifting activities to enjoy. Do we choose permissible over praiseworthy activities? When we have a choice between good, better, and best, we should choose the best (
Galatians 5:13-17
).


2. Will playing video games obey self-will or God’s will?
 God’s will for His children can be summed up in His greatest commandment: “’Love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind’; and, ‘Love your neighbor as yourself’” (
Luke 10:27
). Our will has been polluted by sin. Because we have been saved from our selfish desires, we should surrender our will (
Philippians 3:7-9
). God’s will transforms our will (
Psalm 143:10
). Progressively, His desires for us become our deepest desires as well.

Many people believe the will of God is boring and humiliating. They picture a monk in a lonely monastery or a resentful church janitor. On the contrary, people who follow God’s will for their lives are the most joyful, adventurous people ever. Reading biographies of history’s heroes such as 
Hudson Taylor
, 
Amy Carmichael
, Corrie Ten Boom, and 
George Mueller
 will verify that. Certainly, these saints faced difficulty from the world, their own flesh, and the devil. They may not have had much of this world’s possessions, but God accomplished great works through them. At first, His will seems impossible and too holy to be any fun, but God will give us the power to perform it and the desires to delight in it. “I delight to do Your will, O my God” (
Psalm 40:8a
; see 
Hebrews 13:21
).


3. Does the video game glorify God?
 Some video games glorify violence, lewdness, and dumb decisions (e.g., “I’m out of the race, so I’ll just wreck my car”). As Christians, our activities should bring glory to God (
1 Corinthians 10:31
) and help us to grow in the knowledge and grace of Christ.


4. Will playing video games result in good works?
 “For we are his workmanship, created in Christ Jesus for good works, which God prepared beforehand, that we should walk in them” (
Ephesians 2:10
; see also 
Titus 2:11-14
 and 
1 Peter 2:15
). Laziness and selfishness violate God’s purpose for us—to do good works to others (
1 Corinthians 15:58
; see also 
Galatians 6:9-10
).


5. Will playing video games exhibit self-control?
 Many people have said that video games can become an addiction or an obsession. There is no room in the Christian life for such things. Paul compares the Christian life to an athlete disciplining his body so he may win the prize. Christians have a greater motivation to live a set-apart life of self-control—eternal reward in heaven (
1 Corinthians 9:25-27
).


6. Will playing video games redeem the time?
 You will give account for how you use your limited minutes. Spending hours at a time playing a video game can hardly be called a good use of time. “Be very careful, then, how you live—not as unwise but as wise, making the most of every opportunity, because the days are evil. Therefore do not be foolish, but understand what the Lord’s will is” (
Ephesians 5:15-17
). “Live for the rest of the time in the flesh no longer for human passions but for the will of God” (
1 Peter 4:2
; see also 
Colossians 4:5
, 
James 4:14
, and 
1 Peter 1:14-22
).


7. Does it pass the test of Philippians 4:8?
 “Finally, brothers, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think about such things” (
Philippians 4:8
). When you play video games, is your mind focused on godly or secular things? 


8. Will playing video games fit in with my life purpose?
 Paul wrote that in the final days people would be “…lovers of pleasure rather than lovers of God” (
2 Timothy 3:4
). Western culture fits that description. We love to play. Non-Christians become addicted to entertainment such as movies, sports, and music because they do not have a purpose higher than to enjoy life before death. These amusements cannot truly satisfy (
Ecclesiastes 2:1
). When Christians become addicted to the same things as non-Christians, can we truly say that we are exhibiting the new life “in a crooked and depraved generation, in which you shine like stars in the universe” (
Philippians 2:15
)? Or do we prove to others that we are really no different than they are and that Christ has not made a significant difference in our lives?

Paul considered knowing, loving, and obeying God to be his highest priority. “I consider everything a loss compared to the surpassing greatness of knowing Christ Jesus my Lord, for whose sake I have lost all things. I consider them rubbish, that I may gain Christ....I want to know Christ and the power of his resurrection and the fellowship of sharing in his sufferings, becoming like him in his death,” (
Philippians 3:7-10
). Will playing video games be showing my love for God or my love for the things of the world? (
1 John 2:15-17
).


9. Will playing video games give me an eternal focus?
 Christians have hope of eternal rewards in heaven if they are faithful on earth (see 
Matthew 6:19-21
 and 
1 Corinthians 3:11-16
). If we focus on living for eternity rather than the passing pleasures of earth, we will have surrendered resources, time, and hearts for ministry (
Colossians 3:1-2
; 
23-24
). If our possessions or activities cause us to lose our eternal rewards, of what worth are they (
Luke 12:33-37
)? Christians often try to serve both God and their own desires. But Jesus clearly stated, “No one can serve two masters” (
Matthew 6:24
). God gives us joy through times of work and rest (
Ecclesiastes 5:19
; 
Matthew 11:28-29
; 
Colossians 3:23-24
). We must find that balance between labor and recreation. When we do set aside time for relaxation as Jesus did (
Mark 6:31
), we should choose an edifying activity.

The question is not “Can I play video games?” but “Would video games be the best choice?” Will this edify me, show love to my neighbor, and glorify God? We are to pursue praiseworthy activities, not simply permissible ones. However He leads you, passionately follow Him above all else. Prepare for eternity. Every sacrifice will seem insignificant when we meet Jesus."
Should a Christian be a vegetarian?,"Jesus was not a vegetarian. The Bible records Jesus eating fish (
Luke 24:42-43
) and lamb (
Luke 22:8-15
). Jesus miraculously fed the crowds fish and bread, a strange thing for Him to do if He was a vegetarian (
Matthew 14:17-21
). In a vision to the apostle Peter, Jesus declared all foods to be clean, including animals (
Acts 10:10-15
). After the flood in Noah’s time, God gave humanity permission to eat meat (
Genesis 9:2-3
). God has never rescinded this permission.

With that said, there is nothing wrong with a Christian being a vegetarian. The Bible does not command us to eat meat. There is nothing wrong with abstaining from eating meat. What the Bible does say is that we should not force our convictions about this issue on other people or judge them by what they eat or do not eat. 
Romans 14:2-3
 tells us, “One man’s faith allows him to eat everything, but another man, whose faith is weak, eats only vegetables. The man who eats everything must not look down on him who does not, and the man who does not eat everything must not condemn the man who does, for God has accepted him.”

Again, God gave humanity permission to eat meat after the flood (
Genesis 9:3
). In the Old Testament law, the nation of Israel was commanded not to eat certain foods (
Leviticus 11:1-47
), but there was never a command against eating meat. Jesus declared all foods, including all kinds of meat, to be clean (
Mark 7:19
). As with anything, each Christian should pray for guidance as to what God would have him/her eat. Whatever we decide to eat is acceptable to God as long as we thank Him for providing it (
1 Thessalonians 5:18
). “So whether you eat or drink or whatever you do, do it all for the glory of God” (
1 Corinthians 10:31
)."
What is the Christian view of retirement?,"As Christians approach retirement age, they often wonder what a Christian should do during the retirement years. Do Christians retire from Christian service when they retire from the workplace? How should a Christian view retirement? 

1) Although there is no biblical principle that a person should retire from his work when he reaches a certain age, there is the example of the Levites and their work in the tabernacle. In 
Numbers 4
, the Levite males are numbered for service in the tabernacle from ages 25-50 years old, and after age 50, they were to retire from regular service. They could continue to “assist their brothers” but could not continue to work (
Numbers 8:24-26
).

2) Even though we may retire from our vocations (even “full-time” Christian ministry), we should never retire from serving the Lord, although the way we serve Him may change. There is the example of two very old people in 
Luke 2:25-38
 (Simeon and Anna) who continued to serve the Lord faithfully. Anna was an elderly widow who ministered in the temple daily with fasting and prayer. 
Titus 2
 states that the older men and women are to teach, by example, younger men and women how to live.

3) One’s older years are not to be spent solely in the pursuit of pleasure. Paul says that the widow who lives for pleasure is dead while she yet lives (
1 Timothy 5:6
). Contrary to biblical instruction, many people equate retirement with “pursuit of pleasure” if at all possible. This is not to say that retirees cannot enjoy golf, social functions, or pleasurable pursuits. But these should not be the primary focus of one’s life at any age.

4) 
Second Corinthians 12:14
 states that the parent ought to save up for the children. But by far the greatest thing to “save up” is one’s spiritual heritage, which can be passed on to children, grandchildren, and great-grandchildren. Generations of descendants have been impacted by the faithful prayers of an elderly family “patriarch” or “matriarch.” Prayer is perhaps the most fruitful ministry outlet for those who have retired.

The Christian never retires from Christ’s service; he only changes the address of his workplace. In summary, as one reaches “retirement age” (whatever that is) the vocation may change but one’s life work of serving the Lord does not change. Often it is these “senior saints” who, after a lifetime of walking with God, are able to convey the truths of God’s Word by relating how God has worked in their lives. The psalmist’s prayer should be our prayer as we age: “Even when I am old and gray, do not forsake me, O God, till I declare your power to the next generation, your might to all who are to come” (
Psalm 71:18
)."
Why do people reject Jesus as their Savior?,"The decision to accept or reject Jesus as Savior is the ultimate life decision. Why do many people choose to reject Jesus as Savior? There are perhaps as many different reasons for rejecting Christ as there are people who reject Him, but the following four reasons can serve as general categories:



1) Some people do not think they need a savior. These people consider themselves to be “basically good” and do not realize that they, like all people, are sinners who cannot come to God on their own terms. But Jesus said, “I am the way, the truth, and the life. No one comes to the Father except through me” (
John 14:6
). Those who reject Christ will not be able to stand before God and successfully plead their own case on their own merits.

2) The fear of social rejection or persecution deters some people from receiving Christ as Savior. The unbelievers in 
John 12:42-43
 would not confess Christ because they were more concerned with their status among their peers than doing God’s will. These were the Pharisees whose love of position and the esteem of others blinded them, “for they loved the approval of men rather than the approval of God.”

3) For some people, the things that the present world has to offer are more appealing than eternal things. We read the story of such a man in 
Matthew 19:16-23
. This man was not willing to lose his earthly possessions in order to gain an eternal relationship with Jesus (see also 
2 Corinthians 4:16-18
).

4) Many people are simply resisting the Holy Spirit’s attempts to draw them to faith in Christ. Stephen, a leader in the early church, told those who were about to murder him, “You stiff-necked people, with uncircumcised hearts and ears! You are just like your fathers: You always resist the Holy Spirit!” (
Acts 7:51
). The apostle Paul made a similar statement to a group of gospel rejecters in 
Acts 28:23-27
.

Whatever the reasons why people reject Jesus Christ, their rejection has disastrous eternal consequences. “There is no other name under heaven given to men by which we must be saved” than the name of Jesus (
Acts 4:12
), and those who reject Him, for whatever reason, face an eternity in the “outer darkness” of hell where there will be “weeping and gnashing of teeth” (
Matthew 25:30
)."
Should a Christian see a psychologist / psychiatrist?,"Psychologists and psychiatrists are professionals who work in the field of mental health. People often confuse their roles or mix them up with other mental health professionals such as psychotherapists, psychoanalysts, or mental health counselors. There are many variations of mental health professionals that require several different educational paths and use many treatment methods. Psychologists must attain a Ph.D. in psychology and focus primarily on doing research, teaching on a college level, and maintaining private counseling practices. They can administer testing for many cognitive and emotional assessments as well. Prescription privileges were made available to psychologists in New Mexico in 2002, and various psychologist groups are working to gain such privileges in other states. A psychiatrist is actually a medical doctor who specializes in mental disorders. Psychiatrists are highly trained in pharmacological treatments for mental health and are the primary mental health professionals to prescribe medications. General practitioners (medical doctors) and nurse practitioners are also able to prescribe psychological medications.

When people feel the need for services such as testing for dyslexia or counseling, they may consider going to a psychologist. Typically, people see a psychologist or other counseling professional before they are referred to a psychiatrist. Some psychiatrists practice counseling, but others only administer and monitor medications while partnering with other professionals who perform the therapy. As in any vocation, some psychologists/psychiatrists will be Christians, and others will not.

Christians usually want to know how the Bible relates to these professions. The truth is that neither psychology nor psychiatry is wrong in a sinful sense. They both serve valid and helpful purposes. None of the mental health professionals have the ability to fully understand how God made man, how the mind works, why we feel and act the way we do. While there is an abundance of worldly, man-centered theory about mental and emotional issues, there are also many godly people involved in these professions seeking to understand the human mind from a biblical perspective. For Christians, it is best to seek a professional who professes to be a believer, can express knowledge of Scripture, and exhibits godly character. Any counsel we receive must be filtered through Scripture so that, as with everything in the world, we can discern what is true and what is false.

Seeing a psychologist or psychiatrist is not wrong. However, mental health professionals come from many different beliefs and backgrounds. Even Christian psychologists and psychiatrists will be unable to give perfect answers, or they may be weak in some area of their biblical knowledge. Remember that the Word of God is our first answer to all that ails us. Arming ourselves with the truth is essential to discerning what is helpful and what is leading us astray (
Ephesians 6:11-17
; 
1 Corinthians 2:15-16
). Every believer is personally responsible for studying the Bible for his own personal growth and discernment. The Holy Spirit will use the Word to transform us into the image of Jesus Christ, which is the ultimate goal for all Christians (
Ephesians 5:1-2
; 
Colossians 3:3
)."
Should a Christian take anti-depressants or other mental health medicines?,"Panic attacks, anxiety disorders, phobias, depression, and other mental health disorders affect millions of people. Although medical experts believe that several of the aforementioned ailments originate within a person’s psyche, there are times when a chemical imbalance is the cause—or times when a problem that began in the psyche has contributed to a chemical imbalance that now perpetuates the problem. If this is the case, medication is often prescribed to help counter the imbalance, which in turn treats the symptoms of the psychological ailment. Is this a sin? No. God has allowed man to grow in his knowledge of medicine, which God often uses in the healing process. Does God need man-made medicine in order to heal? Of course not. But God has chosen to allow the practice of medicine to progress, and there is no biblical reason not to avail ourselves of it.

While medicine can certainly be a helpful tool in the healing process for which we can give thanks to God, it is best to think of medicine as just one aspect of a complete treatment plan. Healing will not come from medicine alone. Often mental illness struggles involve emotions, physical realities, and spiritual realities. Attending to all of these aspects is vital. Ultimately, God is the Great Physician, and it is He who holds the power to truly heal in all these ways (
John 4:14
). So we look to God first and foremost for our healing. Each aspect of a complete treatment plan can be received as a gift from Him and used based on His wisdom.

Many times those with mental illness struggles will benefit from one-on-one or group counseling as part of their treatment plan. Healthy habits like solid nutrition, sleep, exercise, and time outdoors are also important. Perhaps most important is growing in one's walk with God. This is true for all believers regardless of mental illness. We need God and we need to be transformed by His truth. We all need His healing in various ways. And we all need His presence and His equipping to live well in this fallen world (
Ephesians 6:10–18
; 
Philippians 2:12–13
; 
Hebrews 13:5–6
; 
1 Peter 5:6–11
; 
2 Peter 1:3–8
). Every believer is called to ""be transformed by the renewing of your mind"" (
Romans 12:2
). Believers are counseled, ""Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God"" (
Philippians 4:6
; cf. 
Romans 8:26–27
; 
Hebrews 4:14–16
). Believers are called to carry one another's burdens (
Galatians 6:2
) and pray for one another (
Ephesians 6:18
; 
James 5:16
). Believers struggling with mental illness, just like all believers, benefit greatly from regular Bible study, regular prayer, and genuine community.

For some, medication is a temporary aspect of a treatment plan. They might take medicine on a limited basis in order to treat the symptoms such that they can more fully deal with the underlying causes. They continue to rely upon the Word of God and wise counsel for deeper healing and transformation in their hearts and minds, and often the need for medicine diminishes. It would seem there are others whose bodies require long-term usage of anti-depressants in order to keep symptoms at bay. Also, certain other psychological disorders, such as bipolar disorder and schizophrenia, require long-term pharmaceutical usage, much like insulin for diabetes. Medication usage should be discussed with one's doctor, family, and other healthcare providers to make the wisest decision for any particular individual in any given season.


God can heal
 supernaturally and miraculously. We should pray to that end. God also heals through medicine and doctors. We should pray to that end, as well. Regardless of which direction God takes, our ultimate trust must be in Him alone (
Matthew 9:22
)."
What does the Bible say about a Christian having plastic / cosmetic surgery?,"The Bible does not specifically address a Christian having plastic surgery or cosmetic surgery. There is nothing in the Bible to indicate that plastic surgery is, in and of itself, wrong. However, there are several things that one needs to consider before deciding whether or not to undergo these procedures. Altering one’s body is unnatural, and there are always risks of potential side effects, both physical and psychological. No one should allow himself to be put “under the knife” without first thoroughly researching all alternatives, risks, and side effects involved with the surgery. A person also needs to fully identify his or her motivation for desiring the surgery. For many with physical deformities—whether genetic or acquired—it is natural to want to fit into society and feel “normal.” There are also cases of slight abnormalities that would cause someone to feel very uncomfortable with himself, such as a very large or misshapen nose. But many, if not most, plastic surgeries are attempts to meet emotional voids in physical ways, to attract attention, or to seek approval from others.

The most commonly performed cosmetic procedures include breast augmentation/lifts, liposuction (the removal of body fat), facelifts, eyelid lifts, buttock and other body lifts, leg vein treatments, botox/fat injections, and nose and face reshaping. Approximately two million people subject themselves to these kinds of procedures each year, shelling out money and sacrificing time and comfort. When vanity motivates a person to undergo surgery, he/she has become his/her own idol. The Bible warns us not to be vain or conceited (
Philippians 2:3-4
) and not to draw attention to ourselves by the way we look (
1 Timothy 2:9
). Another concern would be the cost. This is a major consideration because most people have families, and the expense of plastic surgery should never come before the needs of the family. The Bible also tells us that we need to use wisely the money that God has entrusted to us (
Proverbs 11:24-25
; 
Luke 16:10-12
).

The most important thing to do before making the decision to undergo plastic surgery would be to consult God about the issue. The Bible tells us that God cares about every worry and concern that we have, so we should take our problems to Him (
1 Peter 5:7
). Through the wisdom and guidance of the Holy Spirit and the Word of God, we have the ability to make decisions that will please and honor Him. “Charm is deceptive, and beauty is fleeting; but a woman who fears the LORD is to be praised” (
Proverbs 31:30
). Even the most skilled surgeon cannot hold back the hands of time, and all cosmetic surgeries will eventually have the same result—aging. Those lifted body parts will sag again, and those cosmetically altered facial features will eventually wrinkle. It is far better to work on beautifying the person underneath, “that of your inner self, the unfading beauty of a gentle and quiet spirit, which is of great worth in God’s sight” (
1 Peter 3:4
)."
What does the Bible say about a Christian staying single?,"The question of a Christian staying single and what the Bible says about believers never marrying is often misunderstood. Paul tells us in 
1 Corinthians 7:7-8
: “I wish that all men were as I am. But each man has his own gift from God; one has this gift, another has that. Now to the unmarried and the widows I say: It is good for them to stay unmarried, as I am.” Notice that he says some have the gift of singleness and some the gift of marriage. Although it seems that nearly everyone marries, it is not necessarily God’s will for everyone. Paul, for example, did not have to worry about the extra problems and stresses that come with marriage and/or family. He devoted his entire life to spreading the Word of God. He would not have been such a useful messenger if he had been married.

On the other hand, some people do better as a team, serving God as a couple and a family. Both kinds of people are equally important. It is not a sin to remain single, even for your entire life. The most important thing in life is not finding a mate and having children, but serving God. We should educate ourselves on the Word of God by reading our Bibles and praying. If we ask God to reveal Himself to us, He will respond (
Matthew 7:7
), and if we ask Him to use us to fulfill His good works, He will do that as well. “Do not conform any longer to the pattern of this world, but be transformed by the renewing of your mind. Then you will be able to test and approve what God’s will is—his good, pleasing and perfect will” (
Romans 12:2
).

Jesus addressed the issue of singleness in 
Matthew 19:11–12
: “Not everyone can accept this word, but only those to whom it has been given. For there are eunuchs who were born that way, and there are eunuchs who have been made eunuchs by others—and there are those who choose to live like eunuchs for the sake of the kingdom of heaven. The one who can accept this should accept it.” According to Jesus, some people have been given the gift of singleness in order to better serve the Lord in some capacity. Those “who can accept this” choose to forego marriage and remain celibate. This corresponds with Paul’s reference to those who serve the Lord in their unmarried state in 
1 Corinthians 7
.

Singleness should not be viewed as a curse or an indication that there is “something wrong” with the single man or woman. While most people marry, and while the Bible seems to indicate that it is God’s will for most people to marry, a single Christian is in no sense a “second class” Christian. As 
1 Corinthians 7
 indicates, singleness is, if anything, a higher calling. As with everything else in life, we should ask God for wisdom (
James 1:5
) concerning marriage. Following God’s plan, whether that be marriage or singleness, will result in the productivity and joy that God desires for us."
